id_student,final_result,assignment_name,due_date,date_submitted,score,weight,weighted_score,turned_in,days_late,num_resources_accessed,avg_clicks_per_resource
41060,1,Quiz 1,23,25.0,77,2.0,1.54,1,0.0,89,2.5277777777777777
41060,1,Test 1,25,24.0,85,7.5,6.375,1,0.0,89,2.5277777777777777
41060,1,Quiz 2,51,54.0,94,3.0,2.82,1,0.0,89,2.5277777777777777
41060,1,Test 2,53,53.0,86,10.0,8.6,1,0.0,89,2.5277777777777777
41060,1,Quiz 3,79,81.0,94,3.0,2.82,1,0.0,89,2.5277777777777777
41060,1,Test 3,81,81.0,90,12.5,11.25,1,0.0,89,2.5277777777777777
41060,1,Quiz 4,114,117.0,97,4.0,3.88,1,0.0,89,2.5277777777777777
41060,1,Test 4,116,116.0,84,15.0,12.6,1,0.0,89,2.5277777777777777
41060,1,Quiz 5,149,152.0,87,4.0,3.48,1,0.0,89,2.5277777777777777
41060,1,Test 5,151,146.0,56,15.0,8.4,1,0.0,89,2.5277777777777777
41060,1,Quiz 6,170,173.0,61,3.0,1.83,1,0.0,89,2.5277777777777777
41060,1,Test 6,200,,0,15.0,0.0,0,,89,2.5277777777777777
41060,1,Quiz 7,206,,0,6.0,0.0,0,,89,2.5277777777777777
41060,1,Final Exam,240,,0,100.0,0.0,0,,89,2.5277777777777777
45664,0,Quiz 1,23,25.0,47,2.0,0.94,1,0.0,195,4.485601076555024
45664,0,Test 1,25,25.0,66,7.5,4.95,1,0.0,195,4.485601076555024
45664,0,Quiz 2,51,,0,3.0,0.0,0,,195,4.485601076555024
45664,0,Test 2,53,53.0,46,10.0,4.6,1,0.0,195,4.485601076555024
45664,0,Quiz 3,79,81.0,50,3.0,1.5,1,0.0,195,4.485601076555024
45664,0,Test 3,81,81.0,54,12.5,6.75,1,0.0,195,4.485601076555024
45664,0,Quiz 4,114,117.0,63,4.0,2.52,1,0.0,195,4.485601076555024
45664,0,Test 4,116,116.0,65,15.0,9.75,1,0.0,195,4.485601076555024
45664,0,Quiz 5,149,152.0,69,4.0,2.76,1,0.0,195,4.485601076555024
45664,0,Test 5,151,150.0,55,15.0,8.25,1,0.0,195,4.485601076555024
45664,0,Quiz 6,170,173.0,58,3.0,1.74,1,0.0,195,4.485601076555024
45664,0,Test 6,200,200.0,50,15.0,7.5,1,0.0,195,4.485601076555024
45664,0,Quiz 7,206,209.0,67,6.0,4.02,1,0.0,195,4.485601076555024
45664,0,Final Exam,240,230.0,40,100.0,40.0,1,0.0,195,4.485601076555024
52014,1,Quiz 1,23,25.0,53,2.0,1.06,1,0.0,51,3.066776556776557
52014,1,Test 1,25,23.0,81,7.5,6.075,1,0.0,51,3.066776556776557
52014,1,Quiz 2,51,54.0,53,3.0,1.59,1,0.0,51,3.066776556776557
52014,1,Test 2,53,52.0,70,10.0,7.0,1,0.0,51,3.066776556776557
52014,1,Quiz 3,79,81.0,42,3.0,1.26,1,0.0,51,3.066776556776557
52014,1,Test 3,81,78.0,39,12.5,4.875,1,0.0,51,3.066776556776557
52014,1,Quiz 4,114,117.0,27,4.0,1.08,1,0.0,51,3.066776556776557
52014,1,Test 4,116,119.0,0,15.0,0.0,0,0.0,51,3.066776556776557
52014,1,Quiz 5,149,152.0,20,4.0,0.8,1,0.0,51,3.066776556776557
52014,1,Test 5,151,163.0,36,15.0,5.4,1,0.0,51,3.066776556776557
52014,1,Quiz 6,170,,0,3.0,0.0,0,,51,3.066776556776557
52014,1,Test 6,200,200.0,14,15.0,2.1,1,0.0,51,3.066776556776557
52014,1,Quiz 7,206,,0,6.0,0.0,0,,51,3.066776556776557
52014,1,Final Exam,240,231.0,13,100.0,13.0,1,0.0,51,3.066776556776557
53488,0,Quiz 1,23,25.0,93,2.0,1.86,1,0.0,283,2.462943764534328
53488,0,Test 1,25,25.0,80,7.5,6.0,1,0.0,283,2.462943764534328
53488,0,Quiz 2,51,54.0,97,3.0,2.91,1,0.0,283,2.462943764534328
53488,0,Test 2,53,53.0,61,10.0,6.1,1,0.0,283,2.462943764534328
53488,0,Quiz 3,79,81.0,100,3.0,3.0,1,0.0,283,2.462943764534328
53488,0,Test 3,81,80.0,83,12.5,10.375,1,0.0,283,2.462943764534328
53488,0,Quiz 4,114,117.0,93,4.0,3.72,1,0.0,283,2.462943764534328
53488,0,Test 4,116,116.0,79,15.0,11.85,1,0.0,283,2.462943764534328
53488,0,Quiz 5,149,152.0,94,4.0,3.76,1,0.0,283,2.462943764534328
53488,0,Test 5,151,151.0,63,15.0,9.45,1,0.0,283,2.462943764534328
53488,0,Quiz 6,170,173.0,97,3.0,2.91,1,0.0,283,2.462943764534328
53488,0,Test 6,200,200.0,51,15.0,7.65,1,0.0,283,2.462943764534328
53488,0,Quiz 7,206,209.0,85,6.0,5.1,1,0.0,283,2.462943764534328
53488,0,Final Exam,240,231.0,73,100.0,73.0,1,0.0,283,2.462943764534328
60135,0,Quiz 1,23,25.0,57,2.0,1.14,1,0.0,526,4.3593101893477435
60135,0,Test 1,25,16.0,76,7.5,5.7,1,0.0,526,4.3593101893477435
60135,0,Quiz 2,51,54.0,86,3.0,2.58,1,0.0,526,4.3593101893477435
60135,0,Test 2,53,51.0,76,10.0,7.6,1,0.0,526,4.3593101893477435
60135,0,Quiz 3,79,81.0,61,3.0,1.83,1,0.0,526,4.3593101893477435
60135,0,Test 3,81,79.0,84,12.5,10.5,1,0.0,526,4.3593101893477435
60135,0,Quiz 4,114,117.0,53,4.0,2.12,1,0.0,526,4.3593101893477435
60135,0,Test 4,116,,0,15.0,0.0,0,,526,4.3593101893477435
60135,0,Quiz 5,149,152.0,65,4.0,2.6,1,0.0,526,4.3593101893477435
60135,0,Test 5,151,150.0,48,15.0,7.2,1,0.0,526,4.3593101893477435
60135,0,Quiz 6,170,173.0,28,3.0,0.84,1,0.0,526,4.3593101893477435
60135,0,Test 6,200,,0,15.0,0.0,0,,526,4.3593101893477435
60135,0,Quiz 7,206,209.0,19,6.0,1.14,1,0.0,526,4.3593101893477435
60135,0,Final Exam,240,229.0,40,100.0,40.0,1,0.0,526,4.3593101893477435
66579,1,Quiz 1,23,25.0,73,2.0,1.46,1,0.0,171,3.544973544973545
66579,1,Test 1,25,25.0,72,7.5,5.4,1,0.0,171,3.544973544973545
66579,1,Quiz 2,51,54.0,94,3.0,2.82,1,0.0,171,3.544973544973545
66579,1,Test 2,53,53.0,80,10.0,8.0,1,0.0,171,3.544973544973545
66579,1,Quiz 3,79,,0,3.0,0.0,0,,171,3.544973544973545
66579,1,Test 3,81,,0,12.5,0.0,0,,171,3.544973544973545
66579,1,Quiz 4,114,,0,4.0,0.0,0,,171,3.544973544973545
66579,1,Test 4,116,116.0,21,15.0,3.15,1,0.0,171,3.544973544973545
66579,1,Quiz 5,149,,0,4.0,0.0,0,,171,3.544973544973545
66579,1,Test 5,151,,0,15.0,0.0,0,,171,3.544973544973545
66579,1,Quiz 6,170,,0,3.0,0.0,0,,171,3.544973544973545
66579,1,Test 6,200,,0,15.0,0.0,0,,171,3.544973544973545
66579,1,Quiz 7,206,,0,6.0,0.0,0,,171,3.544973544973545
66579,1,Final Exam,240,,0,100.0,0.0,0,,171,3.544973544973545
67602,0,Quiz 1,23,25.0,43,2.0,0.86,1,0.0,145,2.667504708097929
67602,0,Test 1,25,23.0,54,7.5,4.05,1,0.0,145,2.667504708097929
67602,0,Quiz 2,51,54.0,67,3.0,2.01,1,0.0,145,2.667504708097929
67602,0,Test 2,53,53.0,52,10.0,5.2,1,0.0,145,2.667504708097929
67602,0,Quiz 3,79,81.0,53,3.0,1.59,1,0.0,145,2.667504708097929
67602,0,Test 3,81,81.0,69,12.5,8.625,1,0.0,145,2.667504708097929
67602,0,Quiz 4,114,117.0,52,4.0,2.08,1,0.0,145,2.667504708097929
67602,0,Test 4,116,116.0,41,15.0,6.15,1,0.0,145,2.667504708097929
67602,0,Quiz 5,149,152.0,33,4.0,1.32,1,0.0,145,2.667504708097929
67602,0,Test 5,151,159.0,19,15.0,2.85,1,0.0,145,2.667504708097929
67602,0,Quiz 6,170,173.0,47,3.0,1.41,1,0.0,145,2.667504708097929
67602,0,Test 6,200,207.0,30,15.0,4.5,1,0.0,145,2.667504708097929
67602,0,Quiz 7,206,209.0,63,6.0,3.78,1,0.0,145,2.667504708097929
67602,0,Final Exam,240,230.0,49,100.0,49.0,1,0.0,145,2.667504708097929
67785,0,Quiz 1,23,25.0,67,2.0,1.34,1,0.0,150,2.9985070028011203
67785,0,Test 1,25,24.0,81,7.5,6.075,1,0.0,150,2.9985070028011203
67785,0,Quiz 2,51,54.0,78,3.0,2.34,1,0.0,150,2.9985070028011203
67785,0,Test 2,53,53.0,55,10.0,5.5,1,0.0,150,2.9985070028011203
67785,0,Quiz 3,79,81.0,67,3.0,2.01,1,0.0,150,2.9985070028011203
67785,0,Test 3,81,81.0,90,12.5,11.25,1,0.0,150,2.9985070028011203
67785,0,Quiz 4,114,117.0,92,4.0,3.68,1,0.0,150,2.9985070028011203
67785,0,Test 4,116,116.0,81,15.0,12.15,1,0.0,150,2.9985070028011203
67785,0,Quiz 5,149,152.0,89,4.0,3.56,1,0.0,150,2.9985070028011203
67785,0,Test 5,151,151.0,78,15.0,11.7,1,0.0,150,2.9985070028011203
67785,0,Quiz 6,170,,0,3.0,0.0,0,,150,2.9985070028011203
67785,0,Test 6,200,,0,15.0,0.0,0,,150,2.9985070028011203
67785,0,Quiz 7,206,209.0,48,6.0,2.88,1,0.0,150,2.9985070028011203
67785,0,Final Exam,240,229.0,33,100.0,33.0,1,0.0,150,2.9985070028011203
69491,0,Quiz 1,23,25.0,60,2.0,1.2,1,0.0,61,1.7353678929765886
69491,0,Test 1,25,25.0,79,7.5,5.925,1,0.0,61,1.7353678929765886
69491,0,Quiz 2,51,54.0,89,3.0,2.67,1,0.0,61,1.7353678929765886
69491,0,Test 2,53,52.0,48,10.0,4.8,1,0.0,61,1.7353678929765886
69491,0,Quiz 3,79,81.0,67,3.0,2.01,1,0.0,61,1.7353678929765886
69491,0,Test 3,81,80.0,86,12.5,10.75,1,0.0,61,1.7353678929765886
69491,0,Quiz 4,114,117.0,72,4.0,2.88,1,0.0,61,1.7353678929765886
69491,0,Test 4,116,116.0,30,15.0,4.5,1,0.0,61,1.7353678929765886
69491,0,Quiz 5,149,152.0,89,4.0,3.56,1,0.0,61,1.7353678929765886
69491,0,Test 5,151,151.0,29,15.0,4.35,1,0.0,61,1.7353678929765886
69491,0,Quiz 6,170,173.0,75,3.0,2.25,1,0.0,61,1.7353678929765886
69491,0,Test 6,200,199.0,88,15.0,13.2,1,0.0,61,1.7353678929765886
69491,0,Quiz 7,206,209.0,61,6.0,3.66,1,0.0,61,1.7353678929765886
69491,0,Final Exam,240,230.0,51,100.0,51.0,1,0.0,61,1.7353678929765886
76536,1,Quiz 1,23,22.0,77,2.0,1.54,1,0.0,14,1.2063492063492063
76536,1,Test 1,25,24.0,69,7.5,5.175,1,0.0,14,1.2063492063492063
76536,1,Quiz 2,51,50.0,58,3.0,1.74,1,0.0,14,1.2063492063492063
76536,1,Test 2,53,,0,10.0,0.0,0,,14,1.2063492063492063
76536,1,Quiz 3,79,78.0,61,3.0,1.83,1,0.0,14,1.2063492063492063
76536,1,Test 3,81,,0,12.5,0.0,0,,14,1.2063492063492063
76536,1,Quiz 4,114,,0,4.0,0.0,0,,14,1.2063492063492063
76536,1,Test 4,116,,0,15.0,0.0,0,,14,1.2063492063492063
76536,1,Quiz 5,149,,0,4.0,0.0,0,,14,1.2063492063492063
76536,1,Test 5,151,,0,15.0,0.0,0,,14,1.2063492063492063
76536,1,Quiz 6,170,,0,3.0,0.0,0,,14,1.2063492063492063
76536,1,Test 6,200,,0,15.0,0.0,0,,14,1.2063492063492063
76536,1,Quiz 7,206,,0,6.0,0.0,0,,14,1.2063492063492063
76536,1,Final Exam,240,,0,100.0,0.0,0,,14,1.2063492063492063
77763,0,Quiz 1,23,25.0,83,2.0,1.66,1,0.0,213,3.004919277070955
77763,0,Test 1,25,28.0,88,7.5,6.6,1,0.0,213,3.004919277070955
77763,0,Quiz 2,51,54.0,100,3.0,3.0,1,0.0,213,3.004919277070955
77763,0,Test 2,53,58.0,89,10.0,8.9,1,0.0,213,3.004919277070955
77763,0,Quiz 3,79,81.0,100,3.0,3.0,1,0.0,213,3.004919277070955
77763,0,Test 3,81,80.0,98,12.5,12.25,1,0.0,213,3.004919277070955
77763,0,Quiz 4,114,117.0,97,4.0,3.88,1,0.0,213,3.004919277070955
77763,0,Test 4,116,118.0,90,15.0,13.5,1,0.0,213,3.004919277070955
77763,0,Quiz 5,149,152.0,96,4.0,3.84,1,0.0,213,3.004919277070955
